date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:01:20	4407/4407	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:05%20GMT	http://www.mathewmason.com/index.php?id=8	site/indexc3c9.html	(from http://www.mathewmason.com/index.php?offset=5)
14:01:25	8458/8458	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:10%20GMT	http://www.mathewmason.com/index.php?id=6	site/index3a9f.html	(from http://www.mathewmason.com/index.php?offset=5)
14:01:25	387779/387779	U-----	200	untouched ('')	image/jpeg	etag:%224b0706-5eac3-46847fc192b72%22	http://www.mathewmason.com/images/sphere.jpg	site/images/sphere.jpg	(from http://www.mathewmason.com/projects.php)
14:01:26	13508311/13508311	U-----	200	untouched ('')	application/octet-stream	etag:%222142735-ce1ed7-468484cc3441a%22	http://www.mathewmason.com/programs/Sphere.exe	site/programs/Sphere.exe	(from http://www.mathewmason.com/projects.php)
14:01:26	19719950/19719950	U-----	200	untouched ('')	application/zip	etag:%222142736-12ce70e-4684851f34d53%22	http://www.mathewmason.com/programs/SphereOSX.zip	site/programs/SphereOSX.zip	(from http://www.mathewmason.com/projects.php)
14:01:26	6309/6309	U--M--	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:26%20GMT	http://www.mathewmason.com/programs/SpherePlayer.html	site/programs/SpherePlayer.html	(from http://www.mathewmason.com/projects.php)
14:01:42	9610/9610	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:18%20GMT	http://www.mathewmason.com/index.php?offset=0	site/indexf13c.html	(from http://www.mathewmason.com/index.php?offset=5)
14:01:43	12997/12997	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:26%20GMT	http://www.mathewmason.com/projects.php?category=Academic	site/projects9c7a.html	(from http://www.mathewmason.com/projects.php)
14:01:58	6470/6470	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:21%20GMT	http://www.mathewmason.com/projects.php?id=19	site/projectsa9bc.html	(from http://www.mathewmason.com/projects.php)
14:01:58	120128/120128	U-----	200	untouched ('')	image/jpeg	etag:%224b0704-1d540-46847fbea0136%22	http://www.mathewmason.com/images/saveyourbrains.jpg	site/images/saveyourbrains.jpg	(from http://www.mathewmason.com/projects.php)
14:01:58	64078796/64078796	U-----	200	untouched ('')	application/octet-stream	etag:%222142732-3d1c3cc-468484112e79a%22	http://www.mathewmason.com/programs/SaveYourBrains.exe	site/programs/SaveYourBrains.exe	(from http://www.mathewmason.com/projects.php)
14:02:04	6966/6966	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:44%20GMT	http://www.mathewmason.com/projects.php?id=18	site/projectse371.html	(from http://www.mathewmason.com/projects.php)
14:02:12	142853/142853	U-----	200	untouched ('')	image/jpeg	etag:%224b070a-22e05-46847fc6130fa%22	http://www.mathewmason.com/images/xna2_0installer.jpg	site/images/xna2_0installer.jpg	(from http://www.mathewmason.com/projects.php)
14:02:12	10375440/10375440	U-----	200	untouched ('')	application/zip	etag:%22214273b-9e5110-46848644a557f%22	http://www.mathewmason.com/programs/xna2_0installer.zip	site/programs/xna2_0installer.zip	(from http://www.mathewmason.com/projects.php)
14:02:15	14258/14258	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:42%20GMT	http://www.mathewmason.com/projects.php?type=Game	site/projects08be.html	(from http://www.mathewmason.com/projects.php)
14:02:16	54728/54728	U-----	200	untouched ('')	image/jpeg	etag:%224b0705-d5c8-46847fbf65d44%22	http://www.mathewmason.com/images/spacechaserace.jpg	site/images/spacechaserace.jpg	(from http://www.mathewmason.com/projects.php)
14:02:16	19505015/19505015	U-----	200	untouched ('')	application/octet-stream	etag:%222142734-1299f77-46848492930d4%22	http://www.mathewmason.com/programs/SpaceChaseRace.exe	site/programs/SpaceChaseRace.exe	(from http://www.mathewmason.com/projects.php)
14:02:25	5450/5450	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:05%20GMT	http://www.mathewmason.com/projects.php?id=17	site/projects190a.html	(from http://www.mathewmason.com/projects.php)
14:02:26	106220/106220	U-----	200	untouched ('')	image/jpeg	etag:%226a7c58-19eec-46847fad01cfe%22	http://www.mathewmason.com/images/blobbo.jpg	site/images/blobbo.jpg	(from http://www.mathewmason.com/projects.php)
14:02:26	24985390/24985390	U-----	200	untouched ('')	application/octet-stream	etag:%221705669-17d3f2e-4684803e44a76%22	http://www.mathewmason.com/programs/Blobbo!.exe	site/programs/Blobbo!.exe	(from http://www.mathewmason.com/projects.php)
14:02:29	12858/12858	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:01:58%20GMT	http://www.mathewmason.com/projects.php?category=Personal	site/projectsd9dc.html	(from http://www.mathewmason.com/projects.php)
14:02:33	6316/6316	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:13%20GMT	http://www.mathewmason.com/projects.php?id=16	site/projects2728.html	(from http://www.mathewmason.com/projects.php)
14:02:37	6868/6868	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:16%20GMT	http://www.mathewmason.com/projects.php?id=15	site/projects7429.html	(from http://www.mathewmason.com/projects.php)
14:02:44	5104/5104	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:37%20GMT	http://www.mathewmason.com/projects.php?month=9&year=2008	site/projects4455.html	(from http://www.mathewmason.com/projects.php)
14:02:46	11688/11688	U--MC-	200	updated ('OK')	text/html	date:Sat,%2021%20Nov%202015%2022:02:26%20GMT	http://www.mathewmason.com/projects.php?offset=5	site/projects8cf0.html	(from http://www.mathewmason.com/projects.php)
